"","gene","cluster_id","logFC","AveExpr","t","p_val","p_adj.loc","p_adj.glb","B","contrast"
"CB Granule Glut.1467","Anxa9","CB Granule Glut",0.540203336606179,2.50003840876859,1.84000297085,0.131215185618743,0.863043394797394,0.940360077547344,-5.04049642774163,"Fentanyl-Saline"
"CB Granule Glut.1468","Vps72","CB Granule Glut",0.0991858836087927,4.67429966480583,0.832569552545092,0.446765482262501,0.974026200827568,0.985218172437093,-6.15673479128394,"Fentanyl-Saline"
"CB Granule Glut.1469","Prcc","CB Granule Glut",-0.0192293461417909,5.5356728010709,-0.146364658418083,0.88992421910747,0.997217279785901,0.997637689587809,-6.52906265926829,"Fentanyl-Saline"
"CB Granule Glut.1470","Cers2","CB Granule Glut",0.0426685521024499,6.43662578432477,0.328573787154123,0.757124126513037,0.990374540469191,0.995149904295943,-6.47805482000023,"Fentanyl-Saline"
"CB Granule Glut.1471","Mccc1","CB Granule Glut",-0.0571728727229806,5.27012539622278,-0.449274949882913,0.673914698358141,0.987685178433228,0.993507649196774,-6.4238032648749,"Fentanyl-Saline"
"CB Granule Glut.1472","Ppa2","CB Granule Glut",0.193350149063956,5.69466430697064,0.867755078392357,0.429116001360505,0.971989482409304,0.985218172437093,-6.12598503774061,"Fentanyl-Saline"
"CB Granule Glut.1473","Wdr70","CB Granule Glut",0.0815198916324134,7.54730467919396,0.693873270219837,0.521734483124877,0.97873197192024,0.988691017535907,-6.26852213779706,"Fentanyl-Saline"
"CB Granule Glut.1474","Car14","CB Granule Glut",-0.566234726344305,2.65649923274009,-4.04956529068822,0.0120519791695637,0.593240159011318,0.892583645892616,-2.50783457400296,"Fentanyl-Saline"
"CB Granule Glut.1475","Hdgf","CB Granule Glut",-0.0487896300536779,5.56876522951656,-0.348463795170551,0.743103468988054,0.989398423668574,0.993965260355923,-6.47020493735394,"Fentanyl-Saline"
"CB Granule Glut.1476","Fam169a","CB Granule Glut",0.245457559382072,5.97408029152387,1.34934144654437,0.240769473187556,0.911066226073018,0.962655383915365,-5.63023344937666,"Fentanyl-Saline"
"CB Granule Glut.1477","Stmn2","CB Granule Glut",0.0365057416749952,9.14350660257545,0.243143363205478,0.818521189969592,0.997217279785901,0.99698489167618,-6.50672289214123,"Fentanyl-Saline"
"CB Granule Glut.1478","Nsa2","CB Granule Glut",-0.158861199310732,6.27157021290478,-1.20651187518615,0.286858547398193,0.922684446888957,0.967278230688823,-5.78940619407626,"Fentanyl-Saline"
"CB Granule Glut.1479","Rps27","CB Granule Glut",0.578905106189263,5.93107077481409,2.50786443421604,0.0590399891623994,0.797356655143545,0.930370242850555,-4.21194712291958,"Fentanyl-Saline"
"CB Granule Glut.1480","Car2","CB Granule Glut",-0.145511393321612,4.49857824936131,-0.709120147764054,0.513075306329924,0.97873197192024,0.988691017535907,-6.25700981183757,"Fentanyl-Saline"
"CB Granule Glut.1481","Marchf6","CB Granule Glut",0.0708096626464574,7.72433116340904,0.58808865679959,0.584572135522163,0.979232773879624,0.988691017535907,-6.34269591306958,"Fentanyl-Saline"
"CB Granule Glut.1482","Tpm3","CB Granule Glut",-0.139378769586172,5.15013122022281,-0.872333092468257,0.426860460011698,0.969847218453603,0.98505679349756,-6.12191752857984,"Fentanyl-Saline"
"CB Granule Glut.1483","Zfp622","CB Granule Glut",-0.29476187332322,6.53957304147006,-2.13518929894016,0.0915996902131963,0.825575035411109,0.930370242850555,-4.67269061763209,"Fentanyl-Saline"
"CB Granule Glut.1484","Ccnl1","CB Granule Glut",-0.0329002297585363,6.67624322608518,-0.271037918651981,0.798279302495027,0.996125043801683,0.99649140656398,-6.49827208606004,"Fentanyl-Saline"
